Text,Date,Keyword
I can't take this heat! It's like an oven in here. I feel sick nwo ,Mon Apr 06 23:01:01 PDT 2009,general
@nick_carter Come to the chat  just 15 minutes  please? http://fanclub.backstreetboys.com/chat.php,Mon Apr 06 23:01:04 PDT 2009,general
Boredd. Colddd  Internet keeps stuffing up,Mon Apr 06 23:01:04 PDT 2009,general
"I had a horrible nightmare last night which affected my sleep, now I'm really tired ",Mon Apr 06 23:01:14 PDT 2009,general
"im lonely  keep me company! 22 female, new york",Mon Apr 06 23:01:15 PDT 2009,general
@Born_4_Broadway Lost  and it was St. Ignacius Prepatory School. Haha.,Mon Apr 06 23:01:18 PDT 2009,general
@birutagme yeah  it was really depressing... stuff like that gets to me,Mon Apr 06 23:01:21 PDT 2009,general
"@whoisariston No problem, tongue-in-cheek remark.  Lots of acronyms, but no NZ ",Mon Apr 06 23:01:26 PDT 2009,general
@greggrunberg hey you said matt was gonna go all ballistic... i was disappointed  good ep tho mostly,Mon Apr 06 23:01:26 PDT 2009,general
ugh horrible ending to the sandra kantu story  prayers go out.,Mon Apr 06 23:01:40 PDT 2009,general
@danielledeleasa http://twitpic.com/2y1pe - I hate 2 B allergic  i want a puppy soo bad that i've already thought some cool names,Mon Apr 06 23:01:53 PDT 2009,general
Morning folks 7.00 am ..yawn! Up &amp; away to see to horses - hope Twitter is better behaved today!  Last night was a travesty ,Mon Apr 06 23:01:54 PDT 2009,general
@QuanDotCom I miss mine too! ,Mon Apr 06 23:01:55 PDT 2009,general
@AmandaEnglund Sorry to hear about your loss.     There have been many this year so far.,Mon Apr 06 23:01:56 PDT 2009,general
@nicolerichie Gossip Girl was a repeat ,Mon Apr 06 23:01:59 PDT 2009,general
@InYourEyes2410 I reckon ,Mon Apr 06 23:02:00 PDT 2009,general
finding it really hard to use twitter ,Mon Apr 06 23:02:00 PDT 2009,general
I've been stuck in this house for two days ,Mon Apr 06 23:02:04 PDT 2009,general
is really sad and doesn't really know y!!??!!! ,Mon Apr 06 23:02:06 PDT 2009,general
@thousand_miles no ,Mon Apr 06 23:02:13 PDT 2009,general
"Maybe one of these years I'll get a tax return.  A girl can dream, right?",Mon Apr 06 23:02:18 PDT 2009,general
"Back at work, tired as hell and i feel a cold coming ",Mon Apr 06 23:02:19 PDT 2009,general
@clarianne @Knot2serious APRIL 9TH ISN'T COMING SOON ENOUGH ,Mon Apr 06 23:02:26 PDT 2009,general
"@hannahsix cream for his eye and he may have herpes - not ocular herpes, but a different strain.    He's doing okay though.",Mon Apr 06 23:02:31 PDT 2009,general
gotta repeat  whole art folio cuz old one with a whole terms work got wet ,Mon Apr 06 23:02:31 PDT 2009,general
I'm ready for the weekend already. It's only Monday. ,Mon Apr 06 23:02:36 PDT 2009,general
@lovebscott umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now! ,Mon Apr 06 23:02:39 PDT 2009,general
"has Finland sleeping for the night, not really enough time ",Mon Apr 06 23:02:41 PDT 2009,general
@lunafiko can't wait to try em but prolly have to wait until next weekend at the earliest ,Mon Apr 06 23:02:41 PDT 2009,general
Shiner is taking up all my bed and blankets! ,Mon Apr 06 23:02:42 PDT 2009,general
@clarianne APRIL 9TH ISN'T COMING SOON ENOUGH ,Mon Apr 06 23:02:45 PDT 2009,general
wants to cry ,Mon Apr 06 23:02:45 PDT 2009,general
I need to go to the bank tomorrow before I go broke... ,Mon Apr 06 23:02:48 PDT 2009,general
"This earthquake in italy has me sadden.  it's only three hours away from naples, where my family is ",Mon Apr 06 23:02:53 PDT 2009,general
"i should be sleeping, i have a stressed out week coming to me. ",Mon Apr 06 23:02:54 PDT 2009,general
@dragoneer Yea   I am working tp hack my server to do the 12player thing for folks,Mon Apr 06 23:02:55 PDT 2009,general
has hurt her ankle!! and is going to the dr ,Mon Apr 06 23:02:56 PDT 2009,general
@raymondroman oh noes. how did you manage to send something to the trash can AND empty it without noticing! i feel for ya ,Mon Apr 06 23:03:10 PDT 2009,general
Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out + buy 'nother coz it came with that paper ,Mon Apr 06 23:03:12 PDT 2009,general
doing make up shit ,Mon Apr 06 23:03:14 PDT 2009,general
"Photoshop, I hate it when you crash ",Mon Apr 06 23:03:16 PDT 2009,general
vacations makes me feel sick! ,Mon Apr 06 23:03:23 PDT 2009,general
you shouldn't have gone ,Mon Apr 06 23:03:24 PDT 2009,general
listening to Murd and 9th wonder- just chillen out missing my crazy sex life  ,Mon Apr 06 23:03:34 PDT 2009,general
"@louie094: shooting!?!! be careful, luisa ",Mon Apr 06 23:03:35 PDT 2009,general
@hillary006 I'm sure everyone has ruined my gift to you  Whitney has my serious Cell #...We doing easter as well?,Mon Apr 06 23:03:39 PDT 2009,general
is at Beso in Hollywood... so tired ,Mon Apr 06 23:03:43 PDT 2009,general
"I don't want to wake up early tomorrow.  Damn you, work!",Mon Apr 06 23:03:48 PDT 2009,general
just finished watching the movie Prayers for Bobby. Broke my heart ,Mon Apr 06 23:03:50 PDT 2009,general
@syekr is myki really horrible? ,Mon Apr 06 23:05:28 PDT 2009,general
@stephenkruiser i had 2 put my dog down today too  someone ran her over,Mon Apr 06 23:05:29 PDT 2009,general
@NevadaWolf Sorry to hear about your DNF run tonight. Always a risk to get bad coords on an FTF!! ,Mon Apr 06 23:05:32 PDT 2009,general
"@Honey3223 I did get some disgruntled people when I wrote my ESN, but the 1000 hits in one day made up for it. Bill pulls in 250 tops ",Mon Apr 06 23:05:33 PDT 2009,general
"@moony394 OHH! OMG. LMAO. I'm crying right now, LOL! KUTNERRRR was the best! ",Mon Apr 06 23:05:38 PDT 2009,general
came back from running and took a shower...why does my lower stomach still hurt after exercising? ,Mon Apr 06 23:05:38 PDT 2009,general
watching Fallon with mom and working on a project...school is hard ,Mon Apr 06 23:05:41 PDT 2009,general
56 min till home time and counting! I have a craving to visit the MAC store but they will have closed by the time I get there ,Mon Apr 06 23:05:41 PDT 2009,general
@stephenkruiser I am so sorry to hear that!  Take care!,Mon Apr 06 23:05:44 PDT 2009,general
@PaulColes  hmmm...greed is good when it motivates the individual to do better-not so much when it takes away from others ,Mon Apr 06 23:05:45 PDT 2009,general
"@GABBYiSACTiVE brat! You have to rub it in, don't you.... I want a mocha ",Mon Apr 06 23:05:48 PDT 2009,general
KUTNERRRR!  WHY??? WHY??????  And to think that 13 is still on the show?? UGH. Kutner/Kal Penn - you've been the bright star in Ho ...,Mon Apr 06 23:05:52 PDT 2009,general
@redvinylgirl my mom has it. I wish you the best of luck ,Mon Apr 06 23:05:51 PDT 2009,general
I so hate homeworks -.- My head hurts so bad ,Mon Apr 06 23:05:54 PDT 2009,general
got the ebay blues! item i want jumped from no bidders to over $100 in an hour.. still has 3 hours to go. i'd better not get my hopes up ,Mon Apr 06 23:05:58 PDT 2009,general
@gigdiary I know -  was a little depressed that we ate so much last night there were no leftovers today ,Mon Apr 06 23:05:58 PDT 2009,general
"well the pc in my living room suffered a fatal partion lost, all my itunes library is gone.. and some docs with pics.... ",Mon Apr 06 23:06:05 PDT 2009,general
sad day: manu out for the season ,Mon Apr 06 23:06:08 PDT 2009,general
@stephenkruiser You poor spunky...its so sad...my Rotti made it to 10 and I had to go down the same path....I know how you feel ,Mon Apr 06 23:06:11 PDT 2009,general
im sooo sad right now  i need a hug,Mon Apr 06 23:06:12 PDT 2009,general
"wants her step brother home  im so worried, you dont even know. i hope he knows how much i care for him...",Mon Apr 06 23:06:17 PDT 2009,general
@heidimontag just got done watching the hills! loved it! excited for the next episode! and im sad this is the last season! ,Mon Apr 06 23:06:18 PDT 2009,general
@ryanmwilson aww that stinks!  *hugs*,Mon Apr 06 23:06:19 PDT 2009,general
"I'm tired. I feel like crap. And the world feels all crummy. Make me happy, USB disco mouse. ",Mon Apr 06 23:06:21 PDT 2009,general
"i dont want to believe what im reading...buu,so sad ",Mon Apr 06 23:06:23 PDT 2009,general
Wondering why gamebattles is down ,Mon Apr 06 23:06:27 PDT 2009,general
White trash vs us... We were outnumbered.  http://twitpic.com/2y3jp,Mon Apr 06 23:06:29 PDT 2009,general
"@emitstop So true, I have it and don't use it ",Mon Apr 06 23:06:29 PDT 2009,general
"Spring break is here at last, but no one is here to celebrate ",Mon Apr 06 23:06:29 PDT 2009,general
Morning! Bah Car won't start.. waiting for the ANWB.... ,Mon Apr 06 23:06:32 PDT 2009,general
"@katebornstein which is pretty anti memorial tattoos   but for all but the strictest, there's no official BAN, just disapproving family",Mon Apr 06 23:06:33 PDT 2009,general
"Balamurugan, a longterm member of the team is leaving this month. We'll miss working with him  hope he does well in his next venture",Mon Apr 06 23:06:36 PDT 2009,general
@JustGelo Its sad knowing how they found her body. What a crazy world we live in. No child deserves that ya know. ,Mon Apr 06 23:06:38 PDT 2009,general
"I wanna rock a Maxi dress @ Coachella, but lacking funding ",Mon Apr 06 23:06:39 PDT 2009,general
Of course the baby is screaming in the crib the night before my first day back at work.  So I let him cry it out? Boooo,Mon Apr 06 23:06:40 PDT 2009,general
"I am home missing my baby  Busy week ahead Fri is a chill day with my guy and kids, Egg hunt Sat, Spiral and DMB Sat night and Easter!",Mon Apr 06 23:06:42 PDT 2009,general
@FollowSavvy I never found her. everytime I click on her twitter thing through your myspace..... it goes to some dude's page ,Mon Apr 06 23:06:50 PDT 2009,general
@stephenkruiser that's horrible  sorryto hear that.,Mon Apr 06 23:06:50 PDT 2009,general
@David_Henrie i cant find it! it says dtmafiaofficial doesnt exist!there's jus 1 dtmafia i found n u dun seem to b followin it  wht to do?,Mon Apr 06 23:06:55 PDT 2009,general
i thought you would support me on this ,Mon Apr 06 23:06:59 PDT 2009,general
"augh, eff sarth  i stole some of MIL's nail polish, its pretty! =o",Mon Apr 06 23:07:02 PDT 2009,general
Wishes I was on the Spring Fling Tour with Dawn &amp; neecee Sigh  G'knight,Mon Apr 06 23:07:09 PDT 2009,general
The Hoyts Distribution NZ website isn't working for me. Great. And it HAS to be like this when I need it most ,Mon Apr 06 23:07:13 PDT 2009,general
@crummyasshole i don't like that they only had him in the first movie  cillian murphy is hot ,Mon Apr 06 23:07:14 PDT 2009,general
wishes for good old cartoons to come back. ie: Captain Planet! Where's Wally! Daria! (sadness  ),Mon Apr 06 23:07:21 PDT 2009,general
not feeling v good abt myself ,Mon Apr 06 23:07:22 PDT 2009,general
i just got a text from sarah ,Mon Apr 06 23:07:23 PDT 2009,general
Another day at centre point - this time an early start so guessing train will be rammed with commuters ,Mon Apr 06 23:07:26 PDT 2009,general
"Four games this fall: Modern Warfare 2, Halo 3 ODST, Brutal Legend, and Bioshock 2 I need more cash ",Mon Apr 06 23:07:23 PDT 2009,general
"@d_castillo ugh, that's disconcerting ",Mon Apr 06 23:07:24 PDT 2009,general
@Devinthedude007 actually the whole site has finally been taken over by those damn russians ,Mon Apr 06 23:07:25 PDT 2009,general
MY TWEETS ARENT GOING THROUGH ,Mon Apr 06 23:07:25 PDT 2009,general
"Just finished a delicious breakfast, my last in Paris  I'll miss milk, europe has the tastiest milk in the world, I don't drink it in US.",Mon Apr 06 23:07:30 PDT 2009,general
"iLearn is down and out, great considering finals are this week... ",Mon Apr 06 23:07:39 PDT 2009,general
@Carmonium i'm stressed outttt ,Mon Apr 06 23:07:39 PDT 2009,general
Also I shouldve Bern asleep an hour ago ,Mon Apr 06 23:07:40 PDT 2009,general
trying to figure out this twitter thing...none of my friends are on  yet. Soo much to see.,Mon Apr 06 23:07:43 PDT 2009,general
Re-pinging @Kyle44: Custom icons I made! =] look cool but the edges could be less square  might look bad on a diff background,Mon Apr 06 23:07:43 PDT 2009,general
I want to be back in LA ,Mon Apr 06 23:07:46 PDT 2009,general
@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. ,Mon Apr 06 23:07:47 PDT 2009,general
@lilbucknuts41 not an option ,Mon Apr 06 23:07:54 PDT 2009,general
@georgeruiz Unfortunately one of those moments wasn't a giant squid monster. ,Mon Apr 06 23:07:55 PDT 2009,general
@thestar_rage I want one too    is the branch in MidV open too?,Mon Apr 06 23:07:57 PDT 2009,general
"@daNanner aw, sorry to hear that. ",Mon Apr 06 23:08:06 PDT 2009,general
"Change of plans, we ordered Macs instead. Time to hit the books! ",Mon Apr 06 23:08:07 PDT 2009,general
@polhillian YUP. ,Mon Apr 06 23:08:11 PDT 2009,general
@NKDreamer did you see Donnie's tweet stats? almost 700 @ replies...and no JRK ,Mon Apr 06 23:08:12 PDT 2009,general
"@tim_grainger nah, I haven't received my stimulus yet ",Mon Apr 06 23:08:18 PDT 2009,general
@ikimb0 i just seen ur tweet . plz write bak if u get this. i havnt got one reply bak ,Mon Apr 06 23:08:23 PDT 2009,general
@McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago ,Mon Apr 06 23:08:27 PDT 2009,general
"@stephenkruiser I'm so sorry to hear that.  It's always sad when we lose those close to us, as we loved them.",Mon Apr 06 23:08:33 PDT 2009,general
cant sleep but im still feelin like a piece of shit ,Mon Apr 06 23:08:45 PDT 2009,general
@stephenkruiser oh  my sympathies. it's a hard decision. i always hope my old border collie will go in her sleep. she's 14 too. *hug*,Mon Apr 06 23:08:50 PDT 2009,general
@josephheustess ...well there was this really cool part where... i wont spoil it ,Mon Apr 06 23:08:55 PDT 2009,general
@limbecky I'm doing the time warp without you and am sad. ,Mon Apr 06 23:08:57 PDT 2009,general
"@theresawhite this is true, lol but it's still a slap in the face after such a warm end of march ",Mon Apr 06 23:08:59 PDT 2009,general
I hate converting movies just to put em on my itouch ,Mon Apr 06 23:09:26 PDT 2009,general
gross i have a pimple ,Mon Apr 06 23:09:27 PDT 2009,general
@Torturedlady yea  ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol,Mon Apr 06 23:09:29 PDT 2009,general
one less follower tonight ,Mon Apr 06 23:09:32 PDT 2009,general
@Unholyknight so did your mom last night.  brb while I figure out whether I just burned you or myself the most.,Mon Apr 06 23:09:33 PDT 2009,general
I feel like I am the only &quot;twitterer&quot; not on TweetDeck. ,Mon Apr 06 23:09:35 PDT 2009,general
@Wyldceltic1 He has Karate tournament in 8 weeks  ,Mon Apr 06 23:09:38 PDT 2009,general
going to sleep can't be up until 1am again...and no I didn't finish my statistics homework! ,Mon Apr 06 23:09:40 PDT 2009,general
North carolina baby!! Aint nothin stopping them but the nba draft ,Mon Apr 06 23:09:49 PDT 2009,general
Can't sleep again ,Mon Apr 06 23:09:51 PDT 2009,general
"I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks.",Mon Apr 06 23:09:55 PDT 2009,general
is going to have a late one at MQU today ,Mon Apr 06 23:09:56 PDT 2009,general
im so tired of work...i need a life.... ,Mon Apr 06 23:10:03 PDT 2009,general
"just leavin work, my feet hurt ",Mon Apr 06 23:10:04 PDT 2009,general
@PlayRadioPlay that was so sad and unexpected.  i totally cried haha.,Mon Apr 06 23:10:05 PDT 2009,general
Superneej: Morning! Bah Car won't start.. waiting for the ANWB.... ,Mon Apr 06 23:10:06 PDT 2009,general
Still doing my homework!!! ,Mon Apr 06 23:10:17 PDT 2009,general
A little sad ,Mon Apr 06 23:10:17 PDT 2009,general
@deepbluesealove My Mom &amp; Dad both get up around 6...too early for me ,Mon Apr 06 23:10:21 PDT 2009,general
should've been asleep two hours ago ,Mon Apr 06 23:10:24 PDT 2009,general
@stephenkruiser So sorry to hear about your dog. ,Mon Apr 06 23:10:27 PDT 2009,general
"Funny how the little things make me homesick, criminals breakn n2 a brownstone on LawNOrd CI made me misty ",Mon Apr 06 23:10:32 PDT 2009,general
"@djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago ",Mon Apr 06 23:10:33 PDT 2009,general
im on val's mac in iitsc clubroom. still sweating ,Mon Apr 06 23:10:41 PDT 2009,general
@stephenkruiser awww so sad!!!  I'm so sorry!!,Mon Apr 06 23:10:47 PDT 2009,general
UpdatingFFE.  That gives me nothing to do for a good twenty minutes!,Mon Apr 06 23:10:55 PDT 2009,general
"Hot compress not rily workng for pulled muscle  gng to bed, good night",Mon Apr 06 23:11:03 PDT 2009,general
Have an invite for &quot;Healthy Dining&quot; session at Ashok Hotel today with Exec Chef R.Chopra but damn workload - will have to skip it! ,Mon Apr 06 23:11:06 PDT 2009,general
@stephenkruiser I'm so sorry to hear about your dog   wishing you happier days to come!,Mon Apr 06 23:11:09 PDT 2009,general
@hellivina I miss 'em too. ,Mon Apr 06 23:11:11 PDT 2009,general
"@misstoriblack cool , i have no tweet apps  for my razr 2",Mon Apr 06 23:11:14 PDT 2009,general
I'm off too bed. I gotta wake up hella early tomorrow morning. ,Mon Apr 06 23:11:18 PDT 2009,general
still procrastinating... i hate organizing my clothes  there's just so much....,Mon Apr 06 23:11:16 PDT 2009,general
"Just been playing with the new Mobbler v0.4.0 and it adds some great new features, but won't play music on my E71, like v0.3.5 did ",Mon Apr 06 23:11:18 PDT 2009,general
@latroneb oh but there's one bestie missing ,Mon Apr 06 23:11:20 PDT 2009,general
"@esuriospiritus time to come back to flawda for double dates! no, seriously, i'm sorry to hear that. ",Mon Apr 06 23:11:21 PDT 2009,general
I'm up way to late to be working for a client 12:10 AM  #fb,Mon Apr 06 23:11:21 PDT 2009,general
blegghhhh i have to go to work ,Mon Apr 06 23:11:28 PDT 2009,general
Back at work  @ John Muir Dr http://loopt.us/KoqAbg,Mon Apr 06 23:11:30 PDT 2009,general
@DAChesterFrench I emailed you yesterday and u never responded ,Mon Apr 06 23:11:35 PDT 2009,general
It's going to be a long year for A's fans. ,Mon Apr 06 23:11:36 PDT 2009,general
Just got done watching the new House episode.Definitely one of the saddest episodes ever. ,Mon Apr 06 23:11:39 PDT 2009,general
Man... taxes suck.  I'm horrified that i did something wrong on them.  TurboTax decided to keep around a lot of the stuff I turned off.  ,Mon Apr 06 23:11:44 PDT 2009,general
Sleep time.  Tomorrow is gonna suck ,Mon Apr 06 23:11:50 PDT 2009,general
WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   ,Mon Apr 06 23:11:51 PDT 2009,general
@AmberPacific i know i dont know why i said that ,Mon Apr 06 23:11:52 PDT 2009,general
CASH RULES EVERYTHING AROUND ME ,Mon Apr 06 23:11:53 PDT 2009,general
Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night ,Mon Apr 06 23:11:55 PDT 2009,general
i feel sick  too much icecream,Mon Apr 06 23:11:55 PDT 2009,general
@faithgg45  this computer doesn't have shockwave...blah  no account yet,Mon Apr 06 23:11:56 PDT 2009,general
@RubyRose1 awww wish i could go! but its in sydney ,Mon Apr 06 23:12:02 PDT 2009,general
@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! ,Mon Apr 06 23:12:05 PDT 2009,general
"I just can't spell today, i totally suck ",Mon Apr 06 23:12:12 PDT 2009,general
are you vaccinated against chicken-pox?should I vaccinate my 3 yr old?I am SO confused about this damn thing ,Mon Apr 06 23:12:12 PDT 2009,general
@ school  at least last day!!!!!!,Mon Apr 06 23:12:29 PDT 2009,general
Yawwwn! Gotta get up early tomorrow  who's ready for the weekend???,Mon Apr 06 23:12:30 PDT 2009,general
i miss being at home for calving season...sad that black one died this morning  wish i had some bottle calves!,Mon Apr 06 23:12:31 PDT 2009,general
@stephenkruiser i so sorry for your loss. my brother dog sam is sick w/cushings disease. ,Mon Apr 06 23:12:35 PDT 2009,general
Back to work. I get to spend the next 8 hours alone in the dispatch room ,Mon Apr 06 23:12:36 PDT 2009,general
"there's a new kind of starburst: favereds. sounds fab, bc cherry and strawberry are MY fav red's but they added watermellon and its yucky ",Mon Apr 06 23:12:36 PDT 2009,general
"Well, so much for being productive on my 2 days off from Angels ",Mon Apr 06 23:12:41 PDT 2009,general
@andreabakes Oh gee - insomnia sucks   Have you tried melatonin?,Mon Apr 06 23:12:49 PDT 2009,general
@vivekg86 Good to hear that we have support in NetBeans. But then its NetBeans you know ,Mon Apr 06 23:12:59 PDT 2009,general
@heidimontag I wish we would get it the same time at the rest of world. unfornately I am in Cairo and have to wait for mtva to play it ,Mon Apr 06 23:13:00 PDT 2009,general
heartbroken over little sandra. prayers are with the family. ,Mon Apr 06 23:13:02 PDT 2009,general
"@hadtobeyou I'm at 900 words, it's all can do  I'll finish tomorrow maybe",Mon Apr 06 23:13:05 PDT 2009,general
@shortiethug how come ur background covers the screen but mine is in the corner? ,Mon Apr 06 23:13:10 PDT 2009,general
"Wrote exactly three lines of dialogue tonight, then gave up. ",Mon Apr 06 23:13:25 PDT 2009,general
@ashman01 My only complaint about Facebook is they've changed it so much it's confusing ,Mon Apr 06 23:13:25 PDT 2009,general
Sliced my finger ,Mon Apr 06 23:13:26 PDT 2009,general
going thru town and traffic on bypass is stink ,Mon Apr 06 23:13:27 PDT 2009,general
Ugh can't sleep.  Wish i had a good cuddle to  Make me ass out ,Mon Apr 06 23:13:30 PDT 2009,general
I hate when software update downloads updates without telling me. I never know what's downloading when it is ,Mon Apr 06 23:13:31 PDT 2009,general
went to ihop again. Great for a diet   At least there were no kung foo pancakes this time. -Rachel-,Mon Apr 06 23:13:35 PDT 2009,general
The internet is hating me. Night i s'pose. ,Mon Apr 06 23:13:34 PDT 2009,general
@contactabe I'm so jealous.  I missed all of opening day this year ,Mon Apr 06 23:13:35 PDT 2009,general
It's so cruel having to wait for reviews to come in.  So far it looks like Star Trek will be the best film of the year!,Mon Apr 06 23:13:36 PDT 2009,general
"Debating if I should just shower now, so I can sleep a little later tomorrow ",Mon Apr 06 23:13:39 PDT 2009,general
My stress always culminates with physical pain.  ,Mon Apr 06 23:13:48 PDT 2009,general
need to sleep. but cant ,Mon Apr 06 23:13:53 PDT 2009,general
my little pinky finger hurts so much.. ,Mon Apr 06 23:13:57 PDT 2009,general
@sarahsaturday I'm sorry your gift card ran out.... That suck. ,Mon Apr 06 23:14:42 PDT 2009,general
home for spring break. no one is home tho ,Mon Apr 06 23:14:41 PDT 2009,general
I accessed oneindia.mobi from a Google phone (Android). It doesn't support Indic languages ,Mon Apr 06 23:14:42 PDT 2009,general
Why does school take over your life so much you don't get sleep anymore  .. I am still doing school work and have more to do as well,Mon Apr 06 23:14:43 PDT 2009,general
@MTsiaklides aw I wish I could! I can't really speak to my yia yia because she doesn't speak english ,Mon Apr 06 23:14:49 PDT 2009,general
@winggato no free comp lol ,Mon Apr 06 23:14:56 PDT 2009,general
getting ready to clean the house from top to bottom ,Mon Apr 06 23:15:02 PDT 2009,general
crying  my friend is moving away tomorrow ,Mon Apr 06 23:15:14 PDT 2009,general
@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!,Mon Apr 06 23:15:14 PDT 2009,general
"thinks she is getting a cold that she caught from Daddy.  Oh no, my trip would be ruined. ",Mon Apr 06 23:15:14 PDT 2009,general
@moony394 yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him ,Mon Apr 06 23:15:17 PDT 2009,general
So the procrastination starts early in the quarter. I don't want to reaaaaad and write a paper ,Mon Apr 06 23:15:17 PDT 2009,general
What? Apparently it's 52 degress at 11pm in Washington State. I miss winter already ,Mon Apr 06 23:15:22 PDT 2009,general
being bored at homee ,Mon Apr 06 23:15:25 PDT 2009,general
massage was great. i just spilled coke all over my desk  lame. watching the simpsons as i've finished all my hills dvds.,Mon Apr 06 23:15:28 PDT 2009,general
@nick_carter I will wait for you at fanclub chat.. even tough you're not my favorite ,Mon Apr 06 23:15:29 PDT 2009,general
has a mild left inner ear infection.. and its got this irritating &quot;blocked&quot; feeling since sunday.. ,Mon Apr 06 23:15:30 PDT 2009,general
@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile ,Mon Apr 06 23:15:32 PDT 2009,general
It's only tuesday ,Mon Apr 06 23:15:35 PDT 2009,general
Haha not even yo. I just didn't know how to do that @thang to you on twitter  Haha,Mon Apr 06 23:15:36 PDT 2009,general
Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night ,Mon Apr 06 23:15:43 PDT 2009,general
@kalichosich awww poor puppy is she ok? ,Mon Apr 06 23:15:45 PDT 2009,general
i might break down and eat some buffalo wings tomorrow ,Mon Apr 06 23:15:47 PDT 2009,general
"Sittin here w/Kayla, I really really reallly dis-like having a brother.  He doesn't know when to stop. I'm waiting for the day when one of",Mon Apr 06 23:15:50 PDT 2009,general
Fed bokkie too many birthday treats-sicko ,Mon Apr 06 23:15:51 PDT 2009,general
"'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' ",Mon Apr 06 23:15:53 PDT 2009,general
Work laptop is officially dead .. Not happy at all.. ,Mon Apr 06 23:15:57 PDT 2009,general
"My goodness, it's freezing down here !!!!! ",Mon Apr 06 23:16:01 PDT 2009,general
@heidimontag why do you put up with him!!!!!  You should listen to your mom ,Mon Apr 06 23:16:04 PDT 2009,general
is stucked in Paris and can't even travel into France (for work) ,Mon Apr 06 23:16:04 PDT 2009,general
"@JoannaFBeckett, i don't think there's one close by. Last time I checked, the closest one was 70 miles away! ",Mon Apr 06 23:16:16 PDT 2009,general
aaaaand back to my literature review  At least i have a friendly cup of coffee to keep me company.,Mon Apr 06 23:16:45 PDT 2009,general
I am worried that I won't get my $900 even though I paid a buttload of tax last year ! ,Mon Apr 06 23:17:05 PDT 2009,general
"Okay, so.. STILL NO SCHOOL!!!! ",Mon Apr 06 23:17:06 PDT 2009,general
IS PHONELESS  ...NOW OFF TOO SLEEP,Mon Apr 06 23:17:07 PDT 2009,general
"Reeked of alcohol at the dentist this morning + was drunk when i put on my tshirt, realised it had a huge stain. Dentist looked disgusted ",Mon Apr 06 23:17:10 PDT 2009,general
it is really cold ,Mon Apr 06 23:17:20 PDT 2009,general
cant sleep  she wants to dream!!,Mon Apr 06 23:17:20 PDT 2009,general
Can't sleep  I hate these nights when I try to go to bed early and stay awake for hours. Poo!,Mon Apr 06 23:17:23 PDT 2009,general
@rootbeersoup Yeah. Too bad people like a certain burrito-eating man exist. ,Mon Apr 06 23:17:25 PDT 2009,general
@Cronotriggers  that's sad.,Mon Apr 06 23:17:29 PDT 2009,general
just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38,Mon Apr 06 23:17:38 PDT 2009,general
"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. ",Mon Apr 06 23:17:42 PDT 2009,general
struggling with eam law ,Mon Apr 06 23:17:46 PDT 2009,general
Why can't I sleep like her  http://twitpic.com/2y3ty,Mon Apr 06 23:17:48 PDT 2009,general
Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.,Mon Apr 06 23:17:51 PDT 2009,general
My 4 year old (18 year old) is driving me around the twist...i don't want to be like this ,Mon Apr 06 23:17:54 PDT 2009,general
"Well, that sucked. ",Mon Apr 06 23:18:00 PDT 2009,general
i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciated. oh. and RIP my wall  ,Mon Apr 06 23:18:01 PDT 2009,general
"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy ",Mon Apr 06 23:18:01 PDT 2009,general
@stewiebrittany no  i dont even know how to ride it,Mon Apr 06 23:18:02 PDT 2009,general
"@MonaSmith sadly, yes. i think i need counciling now ",Mon Apr 06 23:18:02 PDT 2009,general
"making myself ready for school...don't feel like going, but have two tests ",Mon Apr 06 23:18:07 PDT 2009,general
Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. ,Mon Apr 06 23:18:18 PDT 2009,general
Anybody know where my iPod went? ,Mon Apr 06 23:18:20 PDT 2009,general
